stressed	{(stress)}
steeplejack	{(steeple)}{(jack)}
harcourt	{(har)(court)}
disingenuousness	<dis<{<in<(geni)>ious>}>ness>
stunners	{(stun)}>er>
negligible	{(negect)>able>}
plagiarizing	{(plagiar)>ize>}
logger	{(log)}>er>
teakettles	{(tea)}{(kettle)}
blotted	{(blot)}
entourages	{(entourage)}
da	{(da)}
constitutionalizing	{<co<(stitute)}>ion>>al>>ize>
psychokinesis	(psycho){(kine)>sis>}
sashes	{(sash)}
desiccated	{(desicc)>ate>}
turbots	{(turbot)}
demigoddesses	<demi<{(god)}>ess>
hysterectomies	{(hyster)>ec>(tom)>y>}
locations	{(loc)>ate>}>ion>
emceeing	{(emcee)}
whirling	{(whirl)}
rearmament	<re<{(arm)}>ment>
flail	{(flail)}
experiences	{(experience)}
audit	{(audio)>it>}
densest	{(dense)}>est>
insurrectionist	{<in<(surrect)>ion>}>ist>
conducting	{<co<(duct)}
landrover	{(land)}{(rove)}>er>
excelled	{(excel)}
infinitesimal	{<im<(fin)>it>>esimal>}
psychologically	{(psycho)(log)>ic>>al>}>ly>
dismisses	{<dis<(miss)}
longwood	{(longwood)}
sloggers	{(slog)}>er>
freehanded	{(free)}{(hand)}
versifies	{(verse)}>ify>
liquefies	{(liqu)>efy>}
presents	{(present)}
houseproud	{(house)}{(proud)}
unclouded	<un<{(cloud)}
semidetached	<semi<{(detach)}
demurring	{(demur)}
naturalism	{(nature)>al>}>ism>
standard	{(standard)}
deficits	{(deficit)}
steeds	{(steed)}
dwight	{(dwight)}
fertilizers	{(fertile)}>ize>>er>
swamp	{(swamp)}
hatteras	{(hatteras)}
hardbound	{(hard)}{(bound)}
foghorns	{(fog)}{(horn)}
incoherent	<im<{<co<(_here)}>ant>
harries	{(harry)}
surmounts	{<sur<(mount)}
archangels	(arch){(angel)}
farrar	{(farrar)}
borzoi	{(borzoi)}
yobbo	{(yobbo)}
classified	{(class)}>ify>
truncheons	{(truncheon)}
swoopers	{(swoop)}>er>
netherlanders	{(netherland)}>er>
carver	{(carve)}>er>
lovely	{(love)}>ly>
badge	{(badge)}
dollar	{(dollar)}
sensitizes	{(sense)>itize>}
immensely	{(immense)}>ly>
deploys	{(deploy)}
financing	{(finance)}
trombonists	{(trombone)}>ist>
proclamations	{<pro<(claim)}>ion>
recoverable	{(recover)}>able>
phoniness	{(phone)>y>}>ness>
slewed	{(slew)}
squashiest	{(squash)}>y>>est>
turboprop	{(turbo)}{(prop)}
fatal	{(fate)}>al>
doubling	{(double)}
ceding	{(cede)}
clusters	{(cluster)}
irretrievably	<im<{(retrieve)}>able>>y>
instigating	{(instigate)}
loader	{(load)}>er>
timeserving	{(time)}{(serve)}
subdue	{(subdue)}
offenders	{(offend)}>er>
sampling	{(sample)}
socials	{(socio)>al>}
orientated	{(orient)}>ate>
protrusiveness	{<pro<(trude)}>ive>>ness>
cypress	{(cypress)}
siroccos	{(sirocco)}
scarcities	{(scarce)}>ity>
espionage	{(espionage)}
aluminium	{(aluminium)}
disobedient	<dis<{(obedient)}
stepped	{(step)}
quotes	{(quote)}
debriefing	<de<{(brief)}
domestically	{(domestic)}>ly>
gibberish	{(gibber)}>ish>
serenity	{(serene)}>ity>
bristlier	{(bristle)}>y>>er>
trouncings	{(trounce)}
mural	{(mural)}
capriciousness	{(caprice)}>ious>>ness>
flock's	{(flock)}
baccarat	{(baccarat)}
consultation	{(consult)}>ion>
ethyl	{(ethyl)}
plutonium	{(plutonium)}
tot	{(tot)}
swimsuits	{(swim)}{(suit)}
overridden	<over<{(rid)}>en>
obbligato	{(obbligato)}
smuggles	{(smuggle)}
embarkation	{<en<(bark)}>ion>
pumpernickel	{(pumpernickel)}
unheard	<un<{(heard)}
dichotomy	{(dicho)(tom)>y>}
polarity	{(pole)}>ar>>ity>
viscid	{(viscid)}
solemnities	{(solemn)}>ity>
overborne	<over<{(borne)}
stagings	{(stage)}
demagnetize	<de<{(magnet)}>ize>
stationing	{(stat)>ion>}
haberdashers	{(haberdasher)}
implicit	{(implicit)}
fulsome	{(fulsome)}
exorcize	{(exorc)>ize>}
reredos	{(reredos)}
lauder	{(lauder)}
quickening	{(quick)}>en>
cosmically	{(cosmo)>ic>}>ly>
neocolonialism	(neo){(colon)>y>}>al>>ism>
distilleries	{(distill)}>ory>
obtruded	{<ob<(trude)}
milk	{(milk)}
deductions	{<de<(duct)}>ion>
nimbus	{(nimbus)}
momentousness	{(moment)}>ious>>ness>
steamed	{(steam)}
pantheist	{<pan<(theo)>ist>}
dominica	{(dominic)}
goddess	{(god)}>ess>
forties	{(for)}>ity>
predigested	<pre<{(digest)}
incriminating	<in<{(crimin)>ate>}
rustier	{(rust)}>y>>er>
robustly	{(robust)}>ly>
smoothest	{(smooth)}>est>
photograph	{(photo)(graph)}
statics	{(stat)>ic>}
hairpiece	{(hair)}{(piece)}
sluggard	{(sluggard)}
minibuses	<min<{(bus)}
launderings	{(launder)}
milliners	{(milliner)}
lassies	{(lass)}>y>
cohesiveness	{(cohesive)}>ness>
probable	{(prob)>able>}
neutering	{(neuter)}
linings	{(line)}
imperturbably	<im<{(perturb)}>able>>y>
nehru	{(nehru)}
sculpturing	{(sculpt)}>ure>
majesty's	{(majest)>y>}
headboard	{(head)}{(board)}
screenplays	{(screen)}{(play)}
stevenson	{(steven)(sono)}
philosophies	{(philo)(soph)>y>}
cataracts	{(cataract)}
delimited	{<de<(limit)}
writers	{(write)}>er>
pleasantries	{(please)>ant>}>ory>
shekel	{(shekel)}
unceremoniousness	<un<{(ceremony)}>ious>>ness>
aerosolized	{(aero)(sol)}>ize>
unharmonious	<un<{(harmon)>y>}>ious>
broomsticks	{(broom)}{(stick)}
sensitized	{(sense)>itize>}
fangs	{(fang)}
sharecropper	{(share)}{(crop)}>er>
skinner	{(skin)}>er>
domiciliary	{(domiciliary)}
fumbler	{(fumble)}>er>
retaking	<re<{(take)}
cultivate	{(cultiv)>ate>}
crosse	{(crosse)}
scraggiest	{(scrag)}>y>>est>
masterwork	{(master)}{(work)}
case's	{(case)}
sultana	{(sultana)}
lieder	{(lieder)}
bloodstreams	{(blood)}{(stream)}
jody	{(jody)}
misconduct	<mis<{<co<(duct)}
impulsively	{<in<(pulse)}>ive>>ly>
soars	{(soar)}
realistically	{(real)}>ist>>ic>>ly>
biffed	{(biff)}
characters	{(character)}
carpetbag	{(carpet)}{(bag)}
sins	{(sin)}
disenchanting	<dis<{(enchant)}
modernisms	{(modern)}>ism>
stoics	{(stoic)}
diplomacy	{(diploma)>acy>}
scuppered	{(scupper)}
nigeria	{(negro)>ia>}
rata	{(rata)}
bijouterie	{(bijouterie)}
profiteering	{(profit)}>eer>
brushlike	{(brush)}{(like)}
appareled	{(apparel)}
tranquility	{(tranquil)}>ity>
sanity	{(sane)}>ity>
panjandrum	{(panjandrum)}
crosswinds	<cross<{(wind)}
hartley	{(hartley)}
inverted	{<im<(vert)}
hath	{(hath)}
standeth	{(stand)}>th>
billie	{(bill)>ie>}
chesterfield	{(chesterfield)}
tremors	{(tremor)}
models	{(model)}
moderating	{(moderate)}
joshua	{(joshua)}
material's	{(material)}
uselessly	{(use)}>less>>ly>
statistically	{(statistic)}>al>>ly>
pacifism	{(pacif)>ism>}
forgetfulness	{(forget)}>ful>>ness>
similar	{(simil)>ar>}
doorframe	{(door)}{(frame)}
define	{(define)}
stalwartly	{(stalwart)}>ly>
dwells	{(dwell)}
facets	{(facet)}
fivers	{(five)}>er>
demarcates	{<de<(mark)>ate>}
cherubic	{(cherub)}>ic>
telling	{(tell)}
mourning	{(mourn)}
boatload	{(boat)}{(load)}
ligament	{(ligament)}
insatiable	<im<{(satis)>able>}
dentifrice	{(dentifrice)}
believer	{(believe)}>er>
slaughterers	{(slaughter)}>er>
gigolo	{(gigolo)}
homogenized	{(homo)(gen)>ize>}
deliberately	{(deliberate)}>ly>
ponderousness	{(ponder)}>ious>>ness>
boob	{(boob)}
alleviates	{(alleviate)}
miscalling	<mis<{(call)}
pavements	{(pave)}>ment>
moroseness	{(morose)}>ness>
culminations	{(culminate)}>ion>
interlace	<inter<{(lace)}
universally	{<uni<(verse)}>al>>ly>
farm	{(farm)}
grafted	{(graft)}
tall	{(tall)}
fetched	{(fetch)}
panel's	{(panel)}
gulped	{(gulp)}
shadowiest	{(shadow)}>y>>est>
backstitch	{(back)}{(stitch)}
dovecots	{(dove)}{(cot)}
houses	{(house)}
spindly	{(spindle)}>y>
butler	{(butler)}
pickled	{(pickle)}
henceforward	{(hence)}{(forward)}
beseechingly	{(beseech)}>ly>
searchers	{(search)}>er>
bored	{(bore)}
continental	{(contain)>ant>}>al>
scalp	{(scalp)}
hillsdale	{(hillsdale)}
powerhouse	{(power)}{(house)}
habits	{(habit)}
vandalizing	{(vandal)}>ize>
galaxy	{(galaxy)}
skeins	{(skein)}
dig	{(dig)}
rounders	{(round)}>er>
chickpeas	{(chick)}{(pea)}
twinkles	{(twinkle)}
entrance	{(enter)>ance>}
namesakes	{(name)}{(sake)}
cubic	{(cube)}>ic>
unarmed	<un<{(arm)}
landlords	{(land)}{(lord)}
empiric	{(empiric)}
americanizing	{(america)}>n>>ize>
zipped	{(zip)}
maraschino	{(maraschino)}
shams	{(sham)}
locating	{(loc)>ate>}
sewed	{(sew)}
conjure	{<co<(jur)}
amanuenses	{(amanuenses)}
risible	{(risible)}
discomfit	{(discomfit)}
shoulders	{(shoulder)}
lodgers	{(lodge)}>er>
liar's	{(lie)}>ar>
bijou	{(bijou)}
crippling	{(cripple)}
archtype	{(arch)}{(typo)}
mispronouncing	<mis<{(pronounce)}
grizzled	{(grizzle)}
francs	{(franc)}
tiling	{(tile)}
craggy	{(crag)}>y>
forcemeat	{(force)}{(meat)}
flak	{(flak)}
brooklyn	{(brook)(lyn)}
vegetarianism	{(veget)>ian>}>ism>
fortify	{(fort)>ify>}
skedaddling	{(skedaddle)}
afternoon	<after<{(noon)}
courteous	{(courteous)}
heredity	{(herit)>ity>}
pristine	{(pristine)}
speckle	{(speckle)}
erudition	{(erudite)}>ion>
roadside	{(road)}{(side)}
eventualities	{(event)>al>}>ity>
leitmotif	{(leitmotif)}
grandaunts	{(grand)}{(aunt)}
cochleas	{(cochlea)}
soulful	{(soul)}>ful>
nightcap	{(night)}{(cap)}
et's	{(et)}
sheepfold	{(sheep)}{(fold)}
difference	{(differ)}>ance>
rarefaction	{(rare)}>ion>
stravinsky	{(stravinsky)}
program's	{(program)}
people's	{(people)}
fiddlesticks	{(fiddle)}{(stick)}
qua	{(qua)}
barbarity	{(barbar)>ity>}
crochet	{(crochet)}
cabbages	{(cabbage)}
gum	{(gum)}
ballad	{(ballad)}
idioms	{(idiom)}
correspondents	{(correspond)}>ant>
registry	{(register)>y>}
migration	{(migr)>ate>}>ion>
climbing	{(climb)}
sheep	{(sheep)}
looking	{(look)}
contrived	{(contrive)}
funneled	{(funnel)}
undercurrents	<under<{(current)}
bighead	{(big)}{(head)}
fold	{(fold)}
munitioned	{(munition)}
smilingly	{(smile)}>ly>
dispenses	{(dispense)}
prostrated	{(prostrate)}
backhanders	{(back)}{(hand)}>er>
dictatorially	{(dict)>ate>}>or>>al>>y>
nonwhites	<non<{(white)}
archangel	(arch){(angel)}
hautboys	{(hautboy)}
reconciliations	{<re<(concile)}>ion>
pigmented	{(pigment)}
bulgier	{(bulge)}>y>>er>
flowerless	{(flower)}>less>
pool's	{(pool)}
guilty	{(guilt)}>y>
hikers	{(hike)}>er>
inexpertly	<im<{(expert)}>ly>
airhostesses	{(air)}{(host)}>ess>
trephining	{(trephine)}
buggers	{(bugger)}
barbecues	{(barbecue)}
unpicking	<un<{(pick)}
hooligans	{(hooligan)}
potholes	{(pot)}{(hole)}
goobers	{(goober)}
floridly	{(flor)>id>}>ly>
deprave	{(deprave)}
grieve	{(grieve)}
unborn	<un<{(born)}
bugle	{(bugle)}
cytologists	{(cyto)(log)>ist>}
fated	{(fate)}
familiars	{(family)}>ar>
savored	{(savor)}
ransacking	{(ransack)}
astrological	{(astro)(log)>ic>>al>}
industrializes	{(industry)}>al>>ize>
iniquities	{(iniquity)}
endemic	{<en<(demic)}
vigil	{(vigil)}
hereunder	{(here)}{(under)}
notebooks	{(note)}{(book)}
impressive	{<in<(press)}>ive>
misgovernment	<mis<{(govern)}>ment>
extemporarily	{<ex<(tempor)>ory>}>ly>
confectionery	{<co<(fect)}>ion>>ory>
pharos	{(pharos)}
fugues	{(fugue)}
inaccessibility	<im<{(access)}>able>>ity>
evangel	{(evangel)}
doves	{(dove)}
crossroad	<cross<{(road)}
steelmaker	{(steel)}{(make)}>er>
zebras	{(zebra)}
internationalization	<inter<{(nation)}>al>>ize>>ion>
moderator	{(moderate)}>or>
wrested	{(wrest)}
schnitzels	{(schnitzel)}
codex	{(codex)}
speleology	{(speleo)(log)>y>}
palliation	{(palliate)}>ion>
godsend	{(god)}{(send)}
pertly	{(pert)}>ly>
blockage	{(block)}>age>
goldfinch	{(gold)}{(finch)}
spree	{(spree)}
babbiting	{(bab)}{(bite)}
fortress	{(fortress)}
scripture	{(script)>ure>}
announcers	{(announce)}>er>
bashes	{(bash)}
touchiest	{(touch)}>y>>est>
scenery	{(scene)}>ory>
portraits	{(portray)}
rancher	{(ranch)}>er>
poulticing	{(poultice)}
cooperative	{<co<(oper)>ate>}>ive>
swindled	{(swindle)}
vitrify	{(vitrify)}
leaders	{(lead)}>er>
yokels	{(yokel)}
thirtieth	{(three)>ity>}>th>
war's	{(war)}
hosepipes	{(hose)}{(pipe)}
benelux	{(benelux)}
commentated	{(comment)}>ate>
incidentally	{(incid)>ant>}>al>>ly>
cohabit	{<co<(habit)}
empty	{(empty)}
swastikas	{(swastika)}
schoolhouse	{(school)}{(house)}
manganese	{(manganese)}
brollies	{(brolly)}
seventeenths	{(seven)(teen)}>th>
lightness	{(light)}>ness>
sword	{(sword)}
crowd	{(crowd)}
langer	{(langer)}
converse	{(converse)}
publican	{(public)}>ian>
antechambers	<ante<{(chamber)}
neckcloths	{(neck)}{(cloth)}
plenarily	{(plen)>ory>}>ly>
chime	{(chime)}
asked	{(ask)}
cozier	{(cozy)}>er>
subsidies	{(subsid)>y>}
lauderdale	{(lauderdale)}
mouthwash	{(mouth)}{(wash)}
signaling	{(sign)}>al>
sinew	{(sinew)}
van	{(van)}
wilcox	{(wilcox)}
intoning	{<in<(tone)}
superficiality	{<super<(fici)>al>}>ity>
photosynthesis	(photo){<syn<(thes)>sis>}
plod	{(plod)}
desalination	<de<{(saline)}>ion>
janice	{(janice)}
embrocating	{(embrocate)}
observance	{(observe)}>ance>
nasturtiums	{(nasturtium)}
gourd	{(gourd)}
specimens	{(specimen)}
undock	<un<{(dock)}
tautly	{(tauto)}>ly>
caesar	{(caesar)}
victual	{(victual)}
uneasiest	<un<{(ease)}>y>>est>
villein	{(villein)}
outsized	<out<{(size)}
splinters	{(splint)}>er>
runner	{(run)}>er>
lampshade	{(lamp)}{(shade)}
horizon	{(horizon)}
taunts	{(taunt)}
researching	{<re<(search)}
recluse	{(recluse)}
trample	{(trample)}
kaleidoscopically	{(kaleido)(scope)}>ic>>al>>ly>
ethicist	{(ethic)}>ist>
agnomen	{(agnomen)}
pinafores	{(pinafore)}
jettisons	{(jettison)}
today's	{(to)(day)}
libelled	{(libel)}
phlox	{(phlox)}
forelock	<fore<{(lock)}
recovers	<re<{(cover)}
slobbering	{(slobber)}
slithered	{(slither)}
swanned	{(swann)}
rambler	{(ramble)}>er>
swag	{(swag)}
tillers	{(till)}>er>
equivalently	{(equi)(val)>ant>}>ly>
ganders	{(gander)}
leninist	{(lenin)}>ist>
obviate	{(obviate)}
funerary	{(funer)>ory>}
greediest	{(greed)}>y>>est>
draping	{(drape)}
agreed	{(agree)}
illogically	<im<{(logic)}>al>>ly>
flatulence	{(flatulence)}
represented	{(represent)}
eight	{(eight)}
unmanageably	<un<{(manage)}>able>>y>
authorizes	{(author)>ize>}
shuffleboard	{(shuffle)}{(board)}
reapportionment	<re<<a<{(portion)}>ment>
intern	{<in<(tern)}
appleby	{(apple)>by>}
pantomimed	{(pantomime)}
sandstone	{(sand)}{(stone)}
partisanship	{(part)>ian>}>ship>
deflect	{<de<(flect)}
lowliest	{(low)}>ly>>est>
tigress	{(tiger)>ess>}
byronic	{(byron)}>ic>
reducing	{<re<(duct)}
hoc	{(hoc)}
discarding	{<dis<(card)}
renews	{<re<(new)}
possessed	{(possess)}
lightened	{(light)}>en>
fulfil	{(fulfil)}
protest	{(protest)}
dwyer	{(dwyer)}
southwester	{(south)}{(west)}>er>
christlike	{(christ)}{(like)}
drawbacks	{(draw)}{(back)}
deaconess	{(deacon)}>ess>
previsions	<pre<{(vis)>ion>}
afflictions	{(afflict)}>ion>
indwelling	<in<{(dwell)}
alizarin	{(alizarin)}
sexy	{(sex)}>y>
footholds	{(foot)}{(hold)}
levitated	{(levitate)}
rosettes	{(rose)}>ette>
faster	{(fast)}>er>
pluckier	{(pluck)}>y>>er>
bicentennial	<bi<{<centi<(ann)>al>}
infinite	{<im<(fin)>ite>}
spookiest	{(spook)}>y>>est>
invokes	{(invoke)}
ditcher	{(ditch)}>er>
refusal	{<re<(fuse)}>al>
espouse	{<e<(spouse)}
blots	{(blot)}
stumping	{(stump)}
command	{(command)}
galumph	{(galumph)}
subedited	<sub<{(edit)}
moody	{(mood)}>y>
resistance	{<re<(sist)}>ance>
reproving	{(reprove)}
mice	{(mice)}
heliographing	{(helio)(graph)}
naiads	{(naiad)}
wend	{(wend)}
cornstarch	{(corn)}{(starch)}
vertebra	{(vertebr)>a>}
adair	{(adair)}
stow	{(stow)}
ration	{(ration)}
endanger	<en<{(danger)}
spellbind	{(spell)}{(bind)}
multicolored	<multi<{(color)}
devilment	{(devil)}>ment>
arcadian	{(arcadia)}>n>
within	{(with)}{(in)}
capriciously	{(caprice)}>ious>>ly>
swampiest	{(swamp)}>y>>est>
theorized	{(theor)>ize>}
cousinly	{(cousin)}>ly>
assaulting	{(assault)}
lionel	{(lionel)}
sideslips	{(side)}{(slip)}
chartings	{(chart)}
enraptured	<en<{(rapt)}>ure>
jeep	{(jeep)}
rewrote	<re<{(wrote)}
corollaries	{(corollary)}
impracticableness	<im<{(pract)>ic>>able>}>ness>
tinker	{(tinker)}
circumflexes	{<circum<(flex)}
scrabbling	{(scrabble)}
acetic	{(acetic)}
scrivener	{(scrivener)}
sculpt	{(sculpt)}
undeserved	<un<{<de<(serve)}
felling	{(fell)}
diffusing	{<di<(fuse)}
crinkles	{(crinkle)}
crunching	{(crunch)}
disabuses	<dis<{(abuse)}
preference	{(prefer)}>ance>
yang	{(yang)}
abdicates	{(abdicate)}
modal	{(mode)}>al>
soughed	{(sough)}
easter	{(easter)}
boathouses	{(boat)}{(house)}
landings	{(land)}
shoes	{(shoe)}
snort	{(snort)}
junks	{(junk)}
gape	{(gape)}
office's	{(office)}
probably	{(prob)>able>}>y>
tyke	{(tyke)}
consumes	{<co<(sume)}
toping	{(tope)}
advantageously	{(advantage)}>ious>>ly>
regimentation	{(regiment)}>ion>
sentinels	{(sentinel)}
baldness	{(bald)}>ness>
gridirons	{(grid)}{(iron)}
quagga	{(quagga)}
imprecate	{(imprecate)}
lifelike	{(life)}{(like)}
snowstorms	{(snow)}{(storm)}
seasonable	{(season)}>able>
enthusiasts	{(enthuse)>iast>}
henrietta	{(henrietta)}
polymeric	{<poly<(mer)}>ic>
handstand	{(hand)}{(stand)}
kidnapper	{(kidnap)}>er>
reshaped	<re<{(shape)}
sunblinds	{(sun)}{(blind)}
tutors	{(tutor)}
unready	<un<{(ready)}
retrorockets	{<retro<(rocket)}
measlier	{(measly)}>er>
hindis	{(hindi)}
stormiest	{(storm)}>y>>est>
blackshirts	{(black)}{(shirt)}
tanzania	{(tanzania)}
agonized	{(agon)>ize>}
bustard	{(bustard)}
syntactic	{<syn<(tactic)}
dunghill	{(dung)}{(hill)}
spoonerism	{(spooner)}>ism>
racetrack	{(race)}{(track)}
anchormen	{(anchor)}{(men)}
byron's	{(byron)}
substitutionary	{<sub<(stitute)}>ion>>ory>
vociferousness	{(voc)>ifer>>ious>}>ness>
riggs	{(riggs)}
tango	{(tango)}
narcissistically	{(narciss)>ist>}>ic>>ly>
overcapitalizing	<over<{(capit)>al>}>ize>
notwithstanding	{(not)}{(with)}{(stand)}
typescripts	{(typo)}{(script)}
reconnaissance	{(reconnaissance)}
mocked	{(mock)}
erie	{(erie)}
counteracted	(counter){(act)}
producing	{<pro<(duct)}
dynasties	{(dynast)>y>}
dabs	{(dab)}
scourers	{(scour)}>er>
flatterers	{(flatter)}>er>
dustin	{(dustin)}
overspill	<over<{(spill)}
huh	{(huh)}
vaunting	{(vaunt)}
reality	{(real)}>ity>
concocting	{(concoct)}
aspirations	{<a<(spir)}>ate>>ion>
tomboy	{(tom)}{(boy)}
confiscated	{(confiscate)}
earpiece	{(ear)}{(piece)}
mountaineered	{(mountain)}>eer>
yoga	{(yoga)}
wold	{(wold)}
ricking	{(rick)}
prefiguring	<pre<{(figure)}
wedges	{(wedge)}
visas	{(visa)}
chileans	{(chile)}>ian>
shoved	{(shove)}
decrease	{<de<(crease)}
banquet	{(banquet)}
coronas	{(corona)}
cowhides	{(cow)}{(hide)}
menu	{(menu)}
whooping	{(whoop)}
extraditable	{(extradite)}>able>
inborn	<in<{(born)}
arenas	{(arena)}
metals	{(metal)}
phonecall	{(phon)}{(call)}
hailstorm	{(hail)}{(storm)}
noncommittal	<non<{(commit)}>al>
raring	{(raring)}
extermination	{<ex<(termin)>ate>}>ion>
interpolating	{<inter<(pol)>ate>}
secular	{(secular)}
anna	{(anna)}
embrasure	{(embrasure)}
portugal	{(portugal)}
beetled	{(beetle)}
footfaults	{(foot)}{(fault)}
adulators	{(adulate)}>or>
petulance	{(petulance)}
imprecisely	<im<{(precise)}>ly>
jaunt	{(jaunt)}
wheelhouses	{(wheel)}{(house)}
deters	{(deter)}
munificently	{(munific)>ant>}>ly>
whereby	{(where)}{(by)}
incubating	{(incubate)}
curios	{(curio)}
crating	{(crate)}
newtown	{(new)}{(town)}
respectfulness	{(respect)}>ful>>ness>
investigative	{(investigate)}>ive>
igniting	{(ign)>ite>}
bounties	{(bounty)}
kinglier	{(king)}>ly>>er>
ornaments	{(ornament)}
ditch	{(ditch)}
elisabeth	{(elisabeth)}
warmonger	{(war)}{(monger)}
possessively	{(possess)}>ive>>ly>
decoded	<de<{(code)}
retching	{(retch)}
eras	{(era)}
club	{(club)}
stingy	{(stingy)}
chargers	{(charge)}>er>
artisans	{(artisan)}
anatomic	{(anatom)>ic>}
fusions	{(fuse)}>ion>
ducked	{(duck)}
disinfests	<dis<{(infest)}
playable	{(play)}>able>
beneficent	{(benefice)>ant>}
bolshevik	{(bolshevik)}
gifted	{(gift)}
parabolas	{(para)(bol)>a>}
girds	{(gird)}
been	{(been)}
sprinklers	{(sprinkle)}>er>
handout	{(hand)}{(out)}
stalls	{(stall)}
trucking	{(truck)}
automobiles	{<auto<(mobile)}
cumber	{(cumber)}
herrick	{(herrick)}
hole	{(hole)}
postponed	{<post<(pone)}
unites	{(un)}>ite>
artery	{(artery)}
kurd	{(kurd)}
marinate	{(marin)>ate>}
bumpiness	{(bump)}>y>>ness>
madeleine	{(madeleine)}
awkwardly	{(awkward)}>ly>
qualifier	{(qualify)}>er>
misapplications	<mis<{(applicate)}>ion>
insolent	{(insolent)}
gazumped	{(gazump)}
unlicensed	<un<{(license)}
deliciousness	{(delicious)}>ness>
latinist	{(latin)}>ist>
busses	{(bus)}
henrietta's	{(henrietta)}
fibrosis	{(fiber)>sis>}
come	{(come)}
seedless	{(seed)}>less>
visualizing	{(vis)>al>}>ize>
underproduction	<under<{<pro<(duct)}>ion>
dreamt	{(dream)>t>}
journalese	{(journ)>al>}>ese>
maybug	{(may)}{(bug)}
swots	{(swot)}
scandalized	{(scandal)}>ize>
routs	{(rout)}
cost	{(cost)}
supplier	{(supply)}>er>
intentioned	{<in<(tend)}>ion>
lawmen	{(law)}(men)
codifies	{(code)}>ify>
flagon	{(flagon)}
bomb	{(bomb)}
clueless	{(clue)}>less>
admiralties	{(admiral)}>ity>
quadrangles	{<quad<(angle)}
prouder	{(proud)}>er>
dossers	{(doss)}>er>
dearth	{(dearth)}
yammering	{(yammer)}
eye	{(eye)}
prides	{(pride)}
conferment	{(confer)}>ment>
parkier	{(parky)}>er>
disadvantage	<dis<{(advantage)}
apologized	{(apolog)>ize>}
outnumbering	<out<{(number)}
sorcerers	{(sorcer)>er>}
tangible	{(tangible)}
booklists	{(book)}{(list)}
sourdoughs	{(sour)}{(dough)}
denizens	{(denizen)}
apricots	{(apricot)}
police	{(police)}
regimental	{(regiment)}>al>
gasifying	{(gas)}>ify>
grin	{(grin)}
contributing	{<co<(tribute)}
dales	{(dale)}
quadruples	{(quadruple)}
stickers	{(stick)}>er>
alloys	{(alloy)}
silver	{(silver)}
campfires	{(camp)}{(fire)}
stilled	{(still)}
polled	{(poll)}
cotangent	<co<{(tang)>ant>}
drunkenly	{(drunk)}>en>>ly>
missals	{(missal)}
dunes	{(dun)}
purifying	{(pure)}>ify>
septet	{(septet)}
mile	{(mile)}
fissure	{(fissure)}
fineness	{(fine)}>ness>
cornmeal	{(corn)}{(meal)}
bloodthirstiness	{(blood)}{(thirst)}>y>>ness>
theorizing	{(theor)>ize>}
vocationally	{(vocation)}>al>>ly>
assuming	{(assume)}
collocates	{<co<{(loc)>ate>}}
towelled	{(towel)}
renovations	{(renovate)}>ion>
unquestionably	<un<{(question)}>able>>y>
pound	{(pound)}
fortiori	{(fortiori)}
navies	{(navy)}
flaking	{(flake)}
chimneysweeper	{(chimney)}{(sweep)}>er>
inhibited	{<in<(hibit)}
oats	{(oat)}
downpours	<down<{(pour)}
nonpareil	{(nonpareil)}
crappier	{(crap)}>y>>er>
gossiped	{(gossip)}
furthers	{(further)}
thwacked	{(thwack)}
transitionally	{(transit)}>ion>>al>>ly>
televised	{(tele)(vise)}
capes	{(cape)}
monstrosities	{(monster)>ious>}>ity>
labours	{(labor)}
midwest	<mid<{(west)}
rechartering	<re<{(charter)}
mocking	{(mock)}
prose	{(prose)}
lutherans	{(luther)}>ian>
pejorative	{(pejorative)}
barrows	{(barrow)}
triposes	{(tripos)}
raindrop	{(rain)}{(drop)}
meanness	{(mean)}>ness>
dynamic	{(dynamic)}
compromise	{(compromise)}
storeys	{(storey)}
nasality	{(nasal)}>ity>
typewrites	{(typo)}{(write)}
admiringly	{(admire)}>ly>
tattoos	{(tattoo)}
vaults	{(vault)}
repossess	<re<{(possess)}
circumference	{<circum<(ference)}
flight	{(flight)}
knockouts	{(knock)}{(out)}
compound	{<co<(pound)}
alarmist	{(alarm)}>ist>
injun	{(injun)}
carbonizes	{(carbon)}>ize>
gruffly	{(gruff)}>ly>
permanganate	{(permanganate)}
hawaii	{(hawaii)}
lapels	{(lapel)}
dinned	{(din)}
unendurable	<un<{(endure)}>able>
processors	{<pro<(cess)}>or>
fusion	{(fuse)}>ion>
graduates	{(graduate)}
contoured	{(contour)}
xeroxing	{(xerox)}
hits	{(hit)}
quantum	{(quantum)}
beets	{(beet)}
uneasily	<un<{(ease)}>y>>ly>
bunked	{(bunk)}
roar	{(roar)}
spigot	{(spigot)}
summarized	{(summar)>ize>}
nihilistic	{(nihil)>ist>}>ic>
tintinnabulation	{(tintinnabul)>ate>}>ion>
congruence	{(congru)>ance>}
sprit	{(sprit)}
lester	{(lester)}
sumptuary	{(sumptuary)}
thumping	{(thump)}
dictator	{(dict)>ate>}>or>
sifters	{(sift)}>er>
cardigans	{(cardigan)}
